batch	work_id	title	input_path	output_path	pdf_path	status	error	changes	before_total	after_total	before_register_jump	after_register_jump	before_dangling_tie	after_dangling_tie	before_accidental_on_tie_continuation	after_accidental_on_tie_continuation	before_sparse_fragment	after_sparse_fragment	before_sparse_window	after_sparse_window	removed_dynamics	removed_hairpins	normalized_dangling_ties	suppressed_tie_continuation_accidentals
cpdl_5_voice_string_quartet	168	Tu segui, o bella Clori	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet/168_tu_segui_o_bella_clori.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_string_quartet/168_tu_segui_o_bella_clori/168_tu_segui_o_bella_clori_optimized.musicxml		ok		34	34	1	32	1	1	0	1	0	0	0	0	0	48	44	2	0
cpdl_5_voice_string_quartet	170	Voi volete ch'io mora	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet/170_voi_volete_ch_io_mora.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_string_quartet/170_voi_volete_ch_io_mora/170_voi_volete_ch_io_mora_optimized.musicxml		ok		48	76	8	45	7	8	0	22	0	1	1	0	0	80	76	38	1
cpdl_5_voice_string_quartet	171	Volan quasi farfalle	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet/171_volan_quasi_farfalle.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_string_quartet/171_volan_quasi_farfalle/171_volan_quasi_farfalle_optimized.musicxml		ok		26	56	5	31	5	14	0	11	0	0	0	0	0	76	72	25	0
cpdl_5_voice_quartet_plus_viole	2	Ave Regina coelorum	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet_plus_viole/002_ave_regina_coelorum.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_quartet_plus_viole/002_ave_regina_coelorum/002_ave_regina_coelorum_optimized.musicxml		ok		17	20	3	20	3	0	0	0	0	0	0	0	0	70	59	0	0
cpdl_5_voice_quartet_plus_viole	3	Ave, dulcissima Maria	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet_plus_viole/003_ave_dulcissima_maria.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_quartet_plus_viole/003_ave_dulcissima_maria/003_ave_dulcissima_maria_optimized.musicxml		ok		10	13	3	13	3	0	0	0	0	0	0	0	0	60	54	0	0
cpdl_5_voice_quartet_plus_viole	4	Deus refugium et virtus	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet_plus_viole/004_deus_refugium_et_virtus.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_quartet_plus_viole/004_deus_refugium_et_virtus/004_deus_refugium_et_virtus_optimized.musicxml		ok		15	17	2	16	1	0	0	0	0	1	1	0	0	85	73	0	0
cpdl_5_voice_quartet_plus_viole	5	Dignare me	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet_plus_viole/005_dignare_me.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_quartet_plus_viole/005_dignare_me/005_dignare_me_optimized.musicxml		ok		7	9	1	8	1	1	0	0	0	0	0	0	0	85	72	1	0
cpdl_5_voice_quartet_plus_viole	6	Domine ne despicias	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet_plus_viole/006_domine_ne_despicias.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_quartet_plus_viole/006_domine_ne_despicias/006_domine_ne_despicias_optimized.musicxml		ok		10	14	5	13	4	0	0	0	0	1	1	0	0	80	66	0	0
cpdl_5_voice_quartet_plus_viole	7	Exaudi Deus	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet_plus_viole/007_exaudi_deus.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_quartet_plus_viole/007_exaudi_deus/007_exaudi_deus_optimized.musicxml		ok		7	8	2	8	2	0	0	0	0	0	0	0	0	70	55	0	0
cpdl_5_voice_quartet_plus_viole	8	Hei mihi, Domine	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet_plus_viole/008_hei_mihi_domine.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_quartet_plus_viole/008_hei_mihi_domine/008_hei_mihi_domine_optimized.musicxml		ok		9	11	2	11	2	0	0	0	0	0	0	0	0	60	46	0	0
cpdl_5_voice_quartet_plus_viole	9	Illumina faciem tuam	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet_plus_viole/009_illumina_faciem_tuam.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_quartet_plus_viole/009_illumina_faciem_tuam/009_illumina_faciem_tuam_optimized.musicxml		ok		12	14	3	14	3	0	0	0	0	0	0	0	0	40	31	0	0
cpdl_5_voice_quartet_plus_viole	10	Laboravi in gemitu meo	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet_plus_viole/010_laboravi_in_gemitu_meo.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_quartet_plus_viole/010_laboravi_in_gemitu_meo/010_laboravi_in_gemitu_meo_optimized.musicxml		ok		12	19	7	18	6	0	0	0	0	1	1	0	0	65	51	0	0
cpdl_5_voice_quartet_plus_viole	11	Maria, mater gratiae	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet_plus_viole/011_maria_mater_gratiae.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_quartet_plus_viole/011_maria_mater_gratiae/011_maria_mater_gratiae_optimized.musicxml		ok		23	28	3	27	2	0	0	0	0	1	1	0	0	60	50	0	0
cpdl_5_voice_quartet_plus_viole	12	O Crux benedicta	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet_plus_viole/012_o_crux_benedicta.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_quartet_plus_viole/012_o_crux_benedicta/012_o_crux_benedicta_optimized.musicxml		ok		13	15	0	14	0	1	0	0	0	0	0	0	0	35	21	1	0
cpdl_5_voice_quartet_plus_viole	14	Peccantem me quotidie	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet_plus_viole/014_peccantem_me_quotidie.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_quartet_plus_viole/014_peccantem_me_quotidie/014_peccantem_me_quotidie_optimized.musicxml		ok		20	29	10	29	10	0	0	0	0	0	0	0	0	100	90	0	0
cpdl_5_voice_quartet_plus_viole	15	Precibus et meritis	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet_plus_viole/015_precibus_et_meritis.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_quartet_plus_viole/015_precibus_et_meritis/015_precibus_et_meritis_optimized.musicxml		ok		6	9	3	8	2	0	0	0	0	1	1	0	0	65	52	0	0
cpdl_5_voice_quartet_plus_viole	16	Reminiscere	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet_plus_viole/016_reminiscere.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_quartet_plus_viole/016_reminiscere/016_reminiscere_optimized.musicxml		ok		18	18	2	18	2	0	0	0	0	0	0	0	0	80	70	0	0
cpdl_5_voice_quartet_plus_viole	17	Sancti Spiritus Domine	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet_plus_viole/017_sancti_spiritus_domine.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_quartet_plus_viole/017_sancti_spiritus_domine/017_sancti_spiritus_domine_optimized.musicxml		ok		4	4	0	4	0	0	0	0	0	0	0	0	0	50	40	0	0
cpdl_5_voice_quartet_plus_viole	18	Tribularer si nescirem	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet_plus_viole/018_tribularer_si_nescirem.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_quartet_plus_viole/018_tribularer_si_nescirem/018_tribularer_si_nescirem_optimized.musicxml		ok		5	6	2	6	2	0	0	0	0	0	0	0	0	80	68	0	0
cpdl_5_voice_quartet_plus_viole	19	Tribulationem et dolorem	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet_plus_viole/019_tribulationem_et_dolorem.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_quartet_plus_viole/019_tribulationem_et_dolorem/019_tribulationem_et_dolorem_optimized.musicxml		ok		10	15	3	14	3	1	0	0	0	0	0	0	0	65	55	1	0
cpdl_5_voice_quartet_plus_viole	20	Venit lumen tuum	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet_plus_viole/020_venit_lumen_tuum.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_quartet_plus_viole/020_venit_lumen_tuum/020_venit_lumen_tuum_optimized.musicxml		ok		9	10	1	9	0	0	0	0	0	0	0	1	1	60	50	0	0
cpdl_5_voice_quartet_plus_viole	57	A voi, mentre il mio core	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet_plus_viole/057_a_voi_mentre_il_mio_core.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_quartet_plus_viole/057_a_voi_mentre_il_mio_core/057_a_voi_mentre_il_mio_core_optimized.musicxml		ok		6	11	5	9	3	0	0	0	0	2	2	0	0	95	75	0	0
cpdl_5_voice_quartet_plus_viole	58	Ahi, disperata vita	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet_plus_viole/058_ahi_disperata_vita.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_quartet_plus_viole/058_ahi_disperata_vita/058_ahi_disperata_vita_optimized.musicxml		ok		1	4	3	3	2	0	0	0	0	1	1	0	0	80	65	0	0
cpdl_5_voice_quartet_plus_viole	60	Al mio gioir il ciel si fa sereno	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet_plus_viole/060_al_mio_gioir_il_ciel_si_fa_sereno.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_quartet_plus_viole/060_al_mio_gioir_il_ciel_si_fa_sereno/060_al_mio_gioir_il_ciel_si_fa_sereno_optimized.musicxml		ok		12	15	1	13	1	0	0	2	0	0	0	0	0	110	95	2	0
cpdl_5_voice_quartet_plus_viole	61	All' ombra de gl'allori	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet_plus_viole/061_all_ombra_de_gl_allori.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_quartet_plus_viole/061_all_ombra_de_gl_allori/061_all_ombra_de_gl_allori_optimized.musicxml		ok		2	7	5	2	0	0	0	0	0	0	0	5	5	25	18	0	0
cpdl_5_voice_quartet_plus_viole	62	All'apparir di quelle luci ardenti	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet_plus_viole/062_all_apparir_di_quelle_luci_ardenti.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_quartet_plus_viole/062_all_apparir_di_quelle_luci_ardenti/062_all_apparir_di_quelle_luci_ardenti_optimized.musicxml		ok		6	16	2	7	1	4	0	4	0	0	0	1	1	65	53	10	0
cpdl_5_voice_quartet_plus_viole	63	Alme d'Amor rubelle	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet_plus_viole/063_alme_d_amor_rubelle.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_quartet_plus_viole/063_alme_d_amor_rubelle/063_alme_d_amor_rubelle_optimized.musicxml		ok		11	19	6	18	6	0	0	1	0	0	0	0	0	60	50	1	0
cpdl_5_voice_quartet_plus_viole	64	Amor pace non chero	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet_plus_viole/064_amor_pace_non_chero.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_quartet_plus_viole/064_amor_pace_non_chero/064_amor_pace_non_chero_optimized.musicxml		ok		3	4	0	3	0	1	0	0	0	0	0	0	0	55	47	1	0
cpdl_5_voice_quartet_plus_viole	65	Ancide sol la morte	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet_plus_viole/065_ancide_sol_la_morte.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_quartet_plus_viole/065_ancide_sol_la_morte/065_ancide_sol_la_morte_optimized.musicxml		ok		13	14	1	13	1	0	0	1	0	0	0	0	0	75	66	1	0
cpdl_5_voice_quartet_plus_viole	66	Ancidetemi pur, grievi martiri	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet_plus_viole/066_ancidetemi_pur_grievi_martiri.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_quartet_plus_viole/066_ancidetemi_pur_grievi_martiri/066_ancidetemi_pur_grievi_martiri_optimized.musicxml		ok		5	13	1	5	1	4	0	4	0	0	0	0	0	140	109	8	0
cpdl_5_voice_quartet_plus_viole	67	Ancor che per amarti	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet_plus_viole/067_ancor_che_per_amarti.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_quartet_plus_viole/067_ancor_che_per_amarti/067_ancor_che_per_amarti_optimized.musicxml		ok		2	6	3	2	0	0	0	1	0	3	3	0	0	85	73	1	0
cpdl_5_voice_quartet_plus_viole	68	Arde il mio cor	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet_plus_viole/068_arde_il_mio_cor.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_quartet_plus_viole/068_arde_il_mio_cor/068_arde_il_mio_cor_optimized.musicxml		ok		4	8	4	5	1	0	0	0	0	3	3	0	0	40	27	0	0
cpdl_5_voice_quartet_plus_viole	69	Ardita zanzaretta	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet_plus_viole/069_ardita_zanzaretta.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_quartet_plus_viole/069_ardita_zanzaretta/069_ardita_zanzaretta_optimized.musicxml		ok		15	19	5	17	3	0	0	0	0	2	2	0	0	105	75	0	0
cpdl_5_voice_quartet_plus_viole	70	Ardo per te, mio bene	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet_plus_viole/070_ardo_per_te_mio_bene.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_quartet_plus_viole/070_ardo_per_te_mio_bene/070_ardo_per_te_mio_bene_optimized.musicxml		ok		18	21	4	19	3	0	0	1	0	1	1	0	0	95	80	1	0
cpdl_5_voice_quartet_plus_viole	71	Asciugate i begli occhi	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet_plus_viole/071_asciugate_i_begli_occhi.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_quartet_plus_viole/071_asciugate_i_begli_occhi/071_asciugate_i_begli_occhi_optimized.musicxml		ok		9	8	2	8	2	0	0	0	0	0	0	0	0	65	54	0	0
cpdl_5_voice_quartet_plus_viole	72	Baci soavi e cari	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet_plus_viole/072_baci_soavi_e_cari.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_quartet_plus_viole/072_baci_soavi_e_cari/072_baci_soavi_e_cari_optimized.musicxml		failed	Invariant mismatch at segment 827: (1, 312.0, 312.125, (4,)) != (1, 312.0, 312.125, ())	15	0	0	0	0	0	0	0	0	0	0	0	0	145	116	270	0
cpdl_5_voice_quartet_plus_viole	73	Bella Angioletta	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet_plus_viole/073_bella_angioletta.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_quartet_plus_viole/073_bella_angioletta/073_bella_angioletta_optimized.musicxml		ok		1	3	2	3	2	0	0	0	0	0	0	0	0	105	87	0	0
cpdl_5_voice_quartet_plus_viole	74	Beltà poi che t'assenti	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet_plus_viole/074_belt_poi_che_t_assenti.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_quartet_plus_viole/074_belt_poi_che_t_assenti/074_belt_poi_che_t_assenti_optimized.musicxml		ok		3	7	4	6	3	0	0	0	0	1	1	0	0	90	68	0	0
cpdl_5_voice_quartet_plus_viole	75	Candida man qual neve	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet_plus_viole/075_candida_man_qual_neve.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_quartet_plus_viole/075_candida_man_qual_neve/075_candida_man_qual_neve_optimized.musicxml		ok		6	11	3	7	2	0	0	3	0	0	0	1	1	110	85	3	0
cpdl_5_voice_quartet_plus_viole	76	Candido e verde fiore	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet_plus_viole/076_candido_e_verde_fiore.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_quartet_plus_viole/076_candido_e_verde_fiore/076_candido_e_verde_fiore_optimized.musicxml		ok		15	19	3	19	3	0	0	0	0	0	0	0	0	90	75	0	0
cpdl_5_voice_quartet_plus_viole	77	Caro amoroso neo	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet_plus_viole/077_caro_amoroso_neo.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_quartet_plus_viole/077_caro_amoroso_neo/077_caro_amoroso_neo_optimized.musicxml		ok		13	20	2	10	0	2	0	6	0	0	0	2	2	125	113	9	0
cpdl_5_voice_quartet_plus_viole	78	Che fai meco	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet_plus_viole/078_che_fai_meco.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_quartet_plus_viole/078_che_fai_meco/078_che_fai_meco_optimized.musicxml		ok		3	4	1	4	1	0	0	0	0	0	0	0	0	95	72	0	0
cpdl_5_voice_quartet_plus_viole	79	Che sentir deve il petto mio	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet_plus_viole/079_che_sentir_deve_il_petto_mio.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_quartet_plus_viole/079_che_sentir_deve_il_petto_mio/079_che_sentir_deve_il_petto_mio_optimized.musicxml		ok		6	9	2	8	1	0	0	0	0	1	1	0	0	90	71	0	0
cpdl_5_voice_quartet_plus_viole	80	Chiaro risplender suole	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet_plus_viole/080_chiaro_risplender_suole.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_quartet_plus_viole/080_chiaro_risplender_suole/080_chiaro_risplender_suole_optimized.musicxml		ok		5	11	6	6	1	0	0	0	0	5	5	0	0	100	76	0	0
cpdl_5_voice_quartet_plus_viole	81	Com'esser può ch'io viva	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet_plus_viole/081_com_esser_pu_ch_io_viva.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_quartet_plus_viole/081_com_esser_pu_ch_io_viva/081_com_esser_pu_ch_io_viva_optimized.musicxml		ok		2	5	1	2	0	0	0	2	0	1	1	0	0	105	81	2	0
cpdl_5_voice_quartet_plus_viole	82	Come vivrai cor mio	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet_plus_viole/082_come_vivrai_cor_mio.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_quartet_plus_viole/082_come_vivrai_cor_mio/082_come_vivrai_cor_mio_optimized.musicxml		ok		4	5	1	4	0	0	0	0	0	0	0	1	1	15	10	0	0
cpdl_5_voice_quartet_plus_viole	83	Cor mio, deh, non piangete	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet_plus_viole/083_cor_mio_deh_non_piangete.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_quartet_plus_viole/083_cor_mio_deh_non_piangete/083_cor_mio_deh_non_piangete_optimized.musicxml		ok		5	10	4	9	4	1	0	0	0	0	0	0	0	145	113	1	0
cpdl_5_voice_quartet_plus_viole	84	Correte, amanti, a prova	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet_plus_viole/084_correte_amanti_a_prova.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_quartet_plus_viole/084_correte_amanti_a_prova/084_correte_amanti_a_prova_optimized.musicxml		ok		16	17	1	17	1	0	0	0	0	0	0	0	0	75	66	0	0
cpdl_5_voice_quartet_plus_viole	86	Dalle odorate spoglie	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet_plus_viole/086_dalle_odorate_spoglie.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_quartet_plus_viole/086_dalle_odorate_spoglie/086_dalle_odorate_spoglie_optimized.musicxml		ok		5	4	0	4	0	0	0	0	0	0	0	0	0	40	32	0	0
cpdl_5_voice_quartet_plus_viole	87	Deh coprite il bel seno	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet_plus_viole/087_deh_coprite_il_bel_seno.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_quartet_plus_viole/087_deh_coprite_il_bel_seno/087_deh_coprite_il_bel_seno_optimized.musicxml		ok		8	10	2	10	2	0	0	0	0	0	0	0	0	70	57	0	0
cpdl_5_voice_quartet_plus_viole	88	Deh, come invan sospiro	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet_plus_viole/088_deh_come_invan_sospiro.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_quartet_plus_viole/088_deh_come_invan_sospiro/088_deh_come_invan_sospiro_optimized.musicxml		ok		2	5	3	4	2	0	0	0	0	1	1	0	0	145	113	0	0
cpdl_5_voice_quartet_plus_viole	90	Del bel de bei vostri occhi	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet_plus_viole/090_del_bel_de_bei_vostri_occhi.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_quartet_plus_viole/090_del_bel_de_bei_vostri_occhi/090_del_bel_de_bei_vostri_occhi_optimized.musicxml		ok		8	32	5	9	2	0	0	20	0	0	0	3	3	110	97	20	0
cpdl_5_voice_quartet_plus_viole	91	Dolce spirto d'amore	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet_plus_viole/091_dolce_spirto_d_amore.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_quartet_plus_viole/091_dolce_spirto_d_amore/091_dolce_spirto_d_amore_optimized.musicxml		ok		6	14	1	6	0	7	0	0	0	0	0	1	1	90	74	8	0
cpdl_5_voice_quartet_plus_viole	92	Dolcissima mia vita	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet_plus_viole/092_dolcissima_mia_vita.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_quartet_plus_viole/092_dolcissima_mia_vita/092_dolcissima_mia_vita_optimized.musicxml		ok		4	4	1	4	1	0	0	0	0	0	0	0	0	60	52	0	0
cpdl_5_voice_quartet_plus_viole	93	Dolcissimo sospiro	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet_plus_viole/093_dolcissimo_sospiro.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_quartet_plus_viole/093_dolcissimo_sospiro/093_dolcissimo_sospiro_optimized.musicxml		ok		4	32	5	7	3	7	0	16	0	1	1	1	1	100	87	24	0
cpdl_5_voice_quartet_plus_viole	95	Ecco, morirò dunque	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet_plus_viole/095_ecco_morir_dunque.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_quartet_plus_viole/095_ecco_morir_dunque/095_ecco_morir_dunque_optimized.musicxml		ok		5	12	7	8	3	0	0	0	0	4	4	0	0	135	112	0	0
cpdl_5_voice_quartet_plus_viole	96	Felice primavera	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet_plus_viole/096_felice_primavera.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_quartet_plus_viole/096_felice_primavera/096_felice_primavera_optimized.musicxml		ok		16	15	1	14	0	0	0	0	0	0	0	1	1	140	122	0	0
cpdl_5_voice_quartet_plus_viole	97	Felicissimo sonno	/Users/francoispachet/IdeaProjects/gesualdo/data/cpdl/5-voices/reductions/string_quartet_plus_viole/097_felicissimo_sonno.musicxml	/Users/francoispachet/IdeaProjects/gesualdo/outputs/batch_octave_optimization/cpdl_5_voice_quartet_plus_viole/097_felicissimo_sonno/097_felicissimo_sonno_optimized.musicxml		ok		13	15	3	14	2	0	0	0	0	1	1	0	0	75	58	0	0
