batch	work_id	title	source_path	output_path	mp3_path	original_snapshot_path	updated_snapshot_path	current_semitones	updated_semitones	current_key_burden	updated_key_burden	key_burden_delta	current_tessitura_score	updated_tessitura_score	tessitura_delta	status	error
cpdl_6_voice_string_quartet	50	Tenebræ factæ sunt	data/cpdl/6-voices/sources/050_tenebr_fact_sunt__01_gesualdo_tenebrae_factae_sunt.mxl	data/cpdl/6-voices/reductions/string_quartet/050_tenebr_fact_sunt.musicxml	data/cpdl/6-voices/renders/string_quartet_mp3/050_tenebr_fact_sunt.mp3	outputs/transposition_comparison/obvious_key_signature/cpdl_6_voice_string_quartet/original/050_tenebr_fact_sunt__t+6_to_+7.musicxml	outputs/transposition_comparison/obvious_key_signature/cpdl_6_voice_string_quartet/updated/050_tenebr_fact_sunt__t+6_to_+7.musicxml	6	7	5.00699	0.00699301	5	0.750077	0.577435	-0.172642	ok	
cpdl_6_voice_string_quartet	52	Veni Creator Spiritus, reple	data/cpdl/6-voices/sources/052_veni_creator_spiritus_reple__02_08_veni_creator_spiritus.mxl	data/cpdl/6-voices/reductions/string_quartet/052_veni_creator_spiritus_reple.musicxml	data/cpdl/6-voices/renders/string_quartet_mp3/052_veni_creator_spiritus_reple.mp3	outputs/transposition_comparison/obvious_key_signature/cpdl_6_voice_string_quartet/original/052_veni_creator_spiritus_reple__t+1_to_+0.musicxml	outputs/transposition_comparison/obvious_key_signature/cpdl_6_voice_string_quartet/updated/052_veni_creator_spiritus_reple__t+1_to_+0.musicxml	1	0	4	1	3	0.3474	0.356387	0.00898685	ok	
kdf_string_quartet	IV 15. A voi, mentre il mio core	15. A voi, mentre il mio core	data/kdf/book4/sources/book4_15_a_voi_mentre_il_mio_core.mid	data/kdf/book4/reductions/string_quartet/book4_15_a_voi_mentre_il_mio_core.musicxml	data/kdf/book4/renders/string_quartet_mp3/book4_15_a_voi_mentre_il_mio_core.mp3	outputs/transposition_comparison/obvious_key_signature/kdf_string_quartet/original/book4_15_a_voi_mentre_il_mio_core__t-1_to_+0.musicxml	outputs/transposition_comparison/obvious_key_signature/kdf_string_quartet/updated/book4_15_a_voi_mentre_il_mio_core__t-1_to_+0.musicxml	-1	0	5	0	5	0.338248	0.342575	0.00432646	ok	
kdf_string_quartet	IV 3-4. Io Tacerò	3-4. Io Tacerò	data/kdf/book4/sources/book4_03-04_io_tacero.mid	data/kdf/book4/reductions/string_quartet/book4_03-04_io_tacero.musicxml	data/kdf/book4/renders/string_quartet_mp3/book4_03-04_io_tacero.mp3	outputs/transposition_comparison/obvious_key_signature/kdf_string_quartet/original/book4_03-04_io_tacero__t+1_to_+2.musicxml	outputs/transposition_comparison/obvious_key_signature/kdf_string_quartet/updated/book4_03-04_io_tacero__t+1_to_+2.musicxml	1	2	6	1	5	0.492314	0.509071	0.0167562	ok	
kdf_string_quartet	IV 5. Che fai meco	5. Che fai meco	data/kdf/book4/sources/book4_05_che_fai_meco.mid	data/kdf/book4/reductions/string_quartet/book4_05_che_fai_meco.musicxml	data/kdf/book4/renders/string_quartet_mp3/book4_05_che_fai_meco.mp3	outputs/transposition_comparison/obvious_key_signature/kdf_string_quartet/original/book4_05_che_fai_meco__t+1_to_+2.musicxml	outputs/transposition_comparison/obvious_key_signature/kdf_string_quartet/updated/book4_05_che_fai_meco__t+1_to_+2.musicxml	1	2	6	1	5	0.418197	0.41914	0.000943038	ok	
kdf_string_quartet	IV 6. Questa crudele et pia	6. Questa crudele et pia	data/kdf/book4/sources/book4_06_questa_crudele_et_pia.mid	data/kdf/book4/reductions/string_quartet/book4_06_questa_crudele_et_pia.musicxml	data/kdf/book4/renders/string_quartet_mp3/book4_06_questa_crudele_et_pia.mp3	outputs/transposition_comparison/obvious_key_signature/kdf_string_quartet/original/book4_06_questa_crudele_et_pia__t+1_to_+0.musicxml	outputs/transposition_comparison/obvious_key_signature/kdf_string_quartet/updated/book4_06_questa_crudele_et_pia__t+1_to_+0.musicxml	1	0	6	1	5	0.321606	0.326589	0.00498265	ok	
kdf_string_quartet	IV 7-8. Or che in gioia	7-8. Or che in gioia	data/kdf/book4/sources/book4_07-08_or_che_in_gioia.mid	data/kdf/book4/reductions/string_quartet/book4_07-08_or_che_in_gioia.musicxml	data/kdf/book4/renders/string_quartet_mp3/book4_07-08_or_che_in_gioia.mp3	outputs/transposition_comparison/obvious_key_signature/kdf_string_quartet/original/book4_07-08_or_che_in_gioia__t-1_to_+0.musicxml	outputs/transposition_comparison/obvious_key_signature/kdf_string_quartet/updated/book4_07-08_or_che_in_gioia__t-1_to_+0.musicxml	-1	0	4	1	3	0.357012	0.367761	0.0107484	ok	
kdf_string_quartet	IV 9-10. Cor mio, deh, non piangete	9-10. Cor mio, deh, non piangete	data/kdf/book4/sources/book4_09-10_cor_mio_deh_non_piangete.mid	data/kdf/book4/reductions/string_quartet/book4_09-10_cor_mio_deh_non_piangete.musicxml	data/kdf/book4/renders/string_quartet_mp3/book4_09-10_cor_mio_deh_non_piangete.mp3	outputs/transposition_comparison/obvious_key_signature/kdf_string_quartet/original/book4_09-10_cor_mio_deh_non_piangete__t+1_to_+0.musicxml	outputs/transposition_comparison/obvious_key_signature/kdf_string_quartet/updated/book4_09-10_cor_mio_deh_non_piangete__t+1_to_+0.musicxml	1	0	5	0	5	0.442808	0.44595	0.00314243	ok	
kdf_string_quartet	VI 12. Càndido e verde fiore	12. Càndido e verde fiore	data/kdf/book6/sources/book6_12_candido_e_verde_fiore.mid	data/kdf/book6/reductions/string_quartet/book6_12_candido_e_verde_fiore.musicxml	data/kdf/book6/renders/string_quartet_mp3/book6_12_candido_e_verde_fiore.mp3	outputs/transposition_comparison/obvious_key_signature/kdf_string_quartet/original/book6_12_candido_e_verde_fiore__t-1_to_+0.musicxml	outputs/transposition_comparison/obvious_key_signature/kdf_string_quartet/updated/book6_12_candido_e_verde_fiore__t-1_to_+0.musicxml	-1	0	5	0	5	0.391196	0.392127	0.000930513	ok	
kdf_string_quartet	VI 19. Al mio gioir il ciel si fa sereno	19. Al mio gioir il ciel si fa sereno	data/kdf/book6/sources/book6_19_al_mio_gioir_il_ciel_si_fa_sereno.mid	data/kdf/book6/reductions/string_quartet/book6_19_al_mio_gioir_il_ciel_si_fa_sereno.musicxml	data/kdf/book6/renders/string_quartet_mp3/book6_19_al_mio_gioir_il_ciel_si_fa_sereno.mp3	outputs/transposition_comparison/obvious_key_signature/kdf_string_quartet/original/book6_19_al_mio_gioir_il_ciel_si_fa_sereno__t-1_to_+0.musicxml	outputs/transposition_comparison/obvious_key_signature/kdf_string_quartet/updated/book6_19_al_mio_gioir_il_ciel_si_fa_sereno__t-1_to_+0.musicxml	-1	0	4	1	3	0.367686	0.381181	0.0134952	ok	
kdf_string_quartet	VI 4. Resta di darmi noia	4. Resta di darmi noia	data/kdf/book6/sources/book6_04_resta_di_darmi_noia.mid	data/kdf/book6/reductions/string_quartet/book6_04_resta_di_darmi_noia.musicxml	data/kdf/book6/renders/string_quartet_mp3/book6_04_resta_di_darmi_noia.mp3	outputs/transposition_comparison/obvious_key_signature/kdf_string_quartet/original/book6_04_resta_di_darmi_noia__t+1_to_+0.musicxml	outputs/transposition_comparison/obvious_key_signature/kdf_string_quartet/updated/book6_04_resta_di_darmi_noia__t+1_to_+0.musicxml	1	0	5	0	5	0.473277	0.487886	0.0146089	ok	
